KEY,English,Russian
pda_84iSO,Prison Break,Побег из тюрьмы
pda_qeaeq,Find System,Найдите систему
pda_88WO4,"The system is marked on your map with '[c][fbff00]High Security[-][/c]': Find the spot where the Zirax and Kriel territory nearly touch. A few clicks behind the Zirax border, there should be the system.  Go there and warp to the local '[c][eeff00]Asteroid Field[-][/c]'","Система отмечена на вашей карте с как «[c][fbff00]Строгий режим[-][/c]»: найдите место, где территория Зиракса и Крил почти соприкасается. В нескольких прыжках за границей Зиракс, должна быть система. Отправляйтесь туда и летите к местному «[c][eeff00]Полю астероидов[-][/c»"
pda_uaqGk,"[[c][00ffff]Hyzani[-][/c]] To distract the troops from the prison, we should [c][eeff00]destroy 2 stations[-][/c] of the [c][eeff00]Ghyst[-][/c]. Search for  their bases or defense stations and destroy their station [c][ffff00]cores[-][/c].","[[c][00ffff]Hyzani[-][/c]] Чтобы отвлечь войска от тюрьмы, мы должны [c][eeff00]уничтожить 2 станции[-][/c] принадлежащие [c][eeff00]Ghyst[-][/c]. Найдите их базы или станции защиты и уничтожьте в этих станциях [c][ffff00]ядра[-][/c]."
pda_WmQO0,Prison Break,Побег из тюрьмы
pda_G4qWC,Distraction 1,Отвлечение 1
pda_SuKe0,"Fly to any planet orbit and [c][eeff00]destroy 2 stations[-][/c] of the [c][eeff00]Ghyst[-][/c]. If you do not find any, search in the nearby star systems.\n  \n[c][eeff00]Destroy their cores[-][/c] to complete the task. Vessels will work as well.\n\n[c][ff0000]Destruction caused by signal logic, buttons, levers or self-destruction does NOT count![-][/c]","Летите на орбиту любой планеты и [c][eeff00]уничтожьте 2 станции[-][/c] принадлежащие [c][eeff00]Ghyst[-][/c]. Если вы их там не найдете, поищите в ближайших звездных системах. \n[c][eeff00]Уничтожьте их ядра[-][/c], чтобы выполнить задание. Суда тоже будут учитываться.\n\n[c][ff0000]Разрушение, вызванное сигнальной логикой, кнопками, рычагами или самоуничтожением, НЕ засчитывается![-][/c]"
pda_GGC6G,Distraction 2,Отвлечение 2
pda_WCSOu,Ошибка:510,---
pda_C4WCm,[[c][00ffff]Hyzani[-][/c]] Well done. We should have distracted them enough for now. Fly [c][ffff00]to the prison[-][/c]. The priority code of the [c][ffff00]Ghyst Command Card[-][/c] will [c][ffff00]silence the turrets[-][/c] and [c][ffff00]open the hangar doors[-][/c] for you. Please let me know when you need help with the escape.,"[[c][00ffff]Hyzani[-][/c]] Молодцы. Мы смогли их достаточно отвлечь. Летите [c][ffff00]в тюрьму[-][/c]. Код приоритета [c][ffff00]Командной карты Ghyst[-][/c] заставит [c][ffff00]заглушить турели[-][/c] и [c][ffff00]открыть двери ангара[-][/c] для вас. Пожалуйста, дайте мне знать, когда вам понадобится помощь с побегом."
pda_G800U,Prison Break,Побег из тюрьмы
pda_uuXK0,Break into Prison,Ворваться в тюрьму
pda_uq4GK,You need to have the [c][ffff00]Ghyst Command Card[-][/c] in your inventory to unlock the hangar doors of the prison!,"У вас должна быть [c][ffff00]Командная карта Ghyst[-][/c] в вашем инвентаре, чтобы открыть двери ангара в тюрьме!"
pda_uqWUq,Prison Break,Побег из тюрьмы
pda_aGaqK,Find Alex,Найдите Алекса
pda_OW1eJ,Ошибка:510,---
pda_GWQG8,Prison Break,Побег из тюрьмы
pda_eGG0S,Speak to Tharkan,Поговорите с Тарканом
pda_GAatC,Ошибка:510,---
pda_8Uqan,Prison Break,Побег из тюрьмы
pda_hClGq,Find Cell Block Control,Найдите камеру управления блоками
pda_2qakq,Ошибка:510,---
pda_KqGSO,Release Prisoners,Выпустите заключенных
pda_qCqt0,Ошибка:510,---
pda_eOqOC,Prison Break,Побег из тюрьмы
pda_meiCa,Securing com.,Обеспечение безопасности связи.
pda_4eSS8,Ошибка:510,---
pda_a04M8,Prison Break,Побег из тюрьмы
pda_CauJS,Use Lever,Используйте рычаг
pda_8Caam,Ошибка:510,---
pda_9G4QW,Prison Break,Побег из тюрьмы
pda_u0KGi,Leave system,Покиньте систему
pda_480qO,Ошибка:510,---
pda_O4SaS,Sigma Fulcrum,Sigma Fulcrum
pda_Siu08,Find Code 1,Найдите Код 1
pda_iL04u,"Convince the station AI of a required maintenance. Use the various [c][00ffff]station consoles[-][/c] and read what the station AI is saying. Look for the following keywords in the messages: [c][ffff00]Date of Activation[-][/c], [c][ffff00]Incompatibility errors[-][/c] and [c][ffff00]Polaris references. [-][/c]This might take several tries. \n[u]Keywords/sentence to look for:[/u] [c][fbff00]date of activation[-][/c]","Убедите ИИ станции в необходимом обслуживании. Используйте различные [c][00ffff]консоли станций[-][/c] и прочтите, что говорит ИИ станции. Найдите в сообщениях следующие ключевые слова: [c][ffff00]Дата активации[-][/c], [c][ffff00]Ошибки несовместимости[-][/c] и [c][ffff00]ссылки на Полярис. [-][/c]Это может занять несколько попыток. \n[u]Ключевые слова/предложения для поиска:[/u] [c][fbff00]дата активации[-][/c]"
pda_OW8Wi,Find Code 2,Найдите Код 2
pda_COK8i,Find Code 3,Найдите Код 3
pda_8Beai,[u]Keywords/sentence to look for:[/u] [c][ffff00]I keep finding [-][/c][c][fbff00]Polaris references[-][/c],[u]Ключевые слова/предложения для поиска:[/u] [c][ffff00]Я продолжаю искать [-][/c][c][fbff00]ссылки на Полярис[-][/c]
pda_O0RKa,[u]Keywords/sentence to look for:[/u][c][ffff00] incompatibility errors[-][/c],[u]Важные ключевые слова/предложения:[/u][c][ffff00] Ошибки несовместимости[-][/c]
pda_Oqqu8,[[c][00ffff]Yarod[-][/c]] We have them all! Now we need to find the [c][ffff00]CPU_Console[-][/c]. Take care. It will be guarded!,[[c][00ffff]Ярод[-][/c]] У нас есть все! Теперь нам нужно найти [c][ffff00]CPU_Console[-][/c]. Позаботьтесь. Там будет охрана!
pda_GGu4u,Sigma Fulcrum,Sigma Fulcrum
pda_Jqm4W,Find CPU Console,Найдите Консоль ЦП
pda_eCmW0,Ошибка:510,---
pda_48K00,Sigma Fulcrum,Sigma Fulcrum
pda_82WGe,Find Quartermaster,Найдите интенданта
pda_mWqCi,"Use the elevator on the right side and go to the lowest level. Then straight ahead until you reach a [c][ffff00]red door[-][/c]. \nFrom there, follow the painted red corridors up to the Core.","Воспользуйтесь лифтом с правой стороны и пройдите на самый нижний уровень. Затем прямо, пока не дойдете до [c][ffff00]красной двери[-][/c]. \nОттуда следуйте по окрашенным в красный цвет коридорам до Ядра."
pda_Smuua,"[[c][00ffff]Yarod[-][/c]] Use the elevator on the right side and go to the lowest level. Then straight ahead until you reach a [c][ffff00]red door[-][/c]. From there, follow the painted red corridors up to the Core.","[[c][00ffff]Ярод[-][/c]] Воспользуйтесь лифтом с правой стороны и пройдите на самый нижний уровень. Затем прямо, пока не дойдете до [c][ffff00]красной двери[-][/c]. Оттуда следуйте по окрашенным в красный цвет коридорам до Ядра."
pda_WiGmW,[[c][00ffff]Yarod[-][/c]] Access the console and follow its orders.,[[c][00ffff]Ярод[-][/c]] Получите доступ к консоли и следуйте ее приказам.
pda_COe8W,Sigma Fulcrum,Sigma Fulcrum
pda_eCOSu,Access CPU console,Доступ к консоли ЦП
pda_KGKeK,Ошибка:510,---
pda_AmG4u,"[[c][00ffff]Yarod[-][/c]] To find the CORE, we first need to find the [c][ffff00]Quartermasters [-][/c]office.","[[c][00ffff]Ярод[-][/c]] тобы найти ЯДРО, нам сначала нужно найти офис [c][ffff00]Интенданта[-][/c]."
pda_aKIei,Access Station Console,Доступ к консоли Станции
pda_4CqaS,Access the Station Console in the CORE room.,Получите доступ к Консоли станции в комнате ЯДРА.
pda_SiOKe,"[[c][00ffff]Yarod[-][/c]] Well done, Commander. \n\nWe should get out of here and report GLaD what we found!","[[c][00ffff]Ярод[-][/c]] Отлично, командир. \n\nМы должны уходить отсюда и сообщить GLaD, что мы нашли!"
pda_GOLaK,[[c][00ffff]Yarod[-][/c]] Destroy the Core.,[[c][00ffff]Ярод[-][/c]] Уничтожьте Ядро.
pda_DuiKe,[[c][00ffff]Palant[-][/c]] The container doors of the [c][ffff00]red containers [-][/c]just opened! Quick - we need to close them!,[[c][00ffff]Палант[-][/c]] Контейнерные двери [c][ffff00]красных контейнеров [-][/c]только что открылись! Быстро - нам нужно их закрыть!
pda_0861K,GLaD Hideout,Убещище GLaD
pda_uWmWa,Eliminate Creatures,Устранение существ
pda_8SOqI,Ошибка:510,---
pda_Ga0fW,What was that?,Что это было?
pda_KK008,Is it normal that this does not set off an alarm?,"Это нормально, что при этом не отключается тревога?"
pda_88CWa,GLaD Hideout,Убещище GLaD
pda_OuCPi,Hacking door..,Взлом двери..
pda_OseO8,Ошибка:510,---
pda_GoKeS,"[[c][00ffff]IDA[-][/c]] Door lock removed! Attention, Commander. Mercer is not alone!","[[c][00ffff]ВИКА[-][/c]] Блокировка дверей снята! Внимание, командир. Мерсер не один!"
pda_mimGi,GLaD Hideout,Убещище GLaD
pda_u0044,Purge Base,Очистить базу
pda_c8uGe,Have a seat in your cockpit,Садись в свою кабину
pda_Gmmq4,[[c][00ffff]IDA[-][/c]] Self Destruction Countdown started!,[[c][00ffff]ВИКА[-][/c]] Начался отсчет времени до самоуничтожения!
pda_Wia4e,GLaD Hideout,Убещище GLaD
pda_W0q8W,Evacuation,Эвакуация
pda_mSm8K,The self-destruction activator can be found in the room next to the upper landing pad.,Активатор самоуничтожения находится в комнате рядом с верхней посадочной площадкой.
pda_uWme8,"[[c][00ffff]Mercer[-][/c]] The crew is evacuated, Commander! We'll meet on rally point alpha! Mercer out.","[[c][00ffff]Мерсер[-][/c]] Экипаж эвакуирован, командир! Встретимся на точке встречи альфа! Мерсер скрылся."
pda_uCamK,Prison Break,Побег из тюрьмы
pda_ZWK8u,Approach Prison,Приблизьтесь к тюрьме
pda_04GGJ,Ошибка:510,---
pda_8We6K,"[[c][00ffff]IDA[-][/c]] Sending Ghyst priority code ... success! The hangar doors are unlocked, but we need to get rid of the turrets. [c][ffff00]Destroy them[-][/c] before entering the prison! Be prepared for surprises. The station is on alert!","[[c][00ffff]ВИКА[-][/c]] Отправка кода приоритета Гист .. успешно! Двери ангара открыты, но нам нужно избавиться от турелей. [c][ffff00]Уничтожьте их[-][/c] перед тем, как войти в тюрьму! Будьте готовы к сюрпризам. Станция в боевой готовности!"
pda_ic0SQ,[c][00ffff][IDA][-][/c] The Prisoners are in the [c][ffff00]main cell block[-][/c]. Expect all sorts of traps and troops on your way.,[[c][00ffff]ВИКА[-][/c]] Заключенные находятся в [c][ffff00]основном блоке камер[-][/c]. Ожидайте на своем пути всевозможные ловушки и солдат.
pda_KEeGC,Prison Break,Побег из тюрьмы
pda_AWCSQ,Main Cell Block,Основной блок камер
pda_Q0ecC,Ошибка:510,---
pda_OKaeu,[[c][00ffff]IDA[-][/c]] The captives should be somewhere inside.,[[c][00ffff]ВИКА[-][/c]] Пленные должны быть где-то внутри.
pda_OsWum,[[c][00ffff]IDA[-][/c]] There should be a [c][ffff00]lever [-][/c]in the control room around the corner.,[[c][00ffff]ВИКА[-][/c]] В диспетчерской за углом должен быть [c][ffff00]рычаг[-][/c].
pda_ApuiG,"[[c][00ffff]IDA[-][/c]] Commander, I am afraid we have been locked out! We need to go to the [c][ffff00]COMMAND CENTER[-][/c] and use the main override. I managed to unlock the doors for our way there!","[[c][00ffff]ВИКА[-][/c]] Командир, боюсь, мы заблокированы! Нам нужно перейти в [c][ffff00]КОМАНДНЫЙ ЦЕНТР[-][/c] и использовать основное переопределение. Мне удалось отпереть двери на пути туда!"
pda_4qGee,Prison Break,Побег из тюрьмы
pda_GKW4i,Checking options..,Проверка настроек..
pda_O8XWN,Ошибка:510,---
pda_CWqiG,"IDA, please call Hyzani. I have an idea.","ВИКА, пожалуйста, свяжись с Hyzani. У меня есть идея."
pda_OKu8d,Prison Break,Побег из тюрьмы
pda_egmIu,Securing com..,Обеспечение безопасности связи..
pda_iqKmu,"[[c][00ffff]Captain[-][/c]] Commander, the prisoners are safe, but there is a swarm of Kriel coming to attack this position. You should leave.  Ambassador Hyzani wants to meet you on her ship as soon as you find the time.","[[c][00ffff]Капитан[-][/c]] Командир, пленники в безопасности, но на эту позицию идет рой Крил. Тебе стоит нас покинуть. Посол Hyzani хочет видеть вас на своем корабле, как только у вас будет время."
pda_KWSCK,Ошибка:510,---
pda_GGWqO,Prison Break,Побег из тюрьмы
pda_8tSai,Find override access,Найти переопределение доступа
pda_aKm88,The override access lever can be found on the wall of the main COMMAND CENTER.,Рычаг переопределения доступа можно найти на стене главного КОМАНДНОГО ЦЕНТРА.
pda_qm48e,"IDA, please locate the converter and overload it the same moment I activate the override access","ВИКА, пожалуйста, найди конвертер и перегрузи его в тот же момент, когда я активирую переопределение доступа"
pda_qqm0S,"[[c][00ffff]IDA[-][/c]] Commander, the captain of the rescue vessel is calling us.","[[c][00ffff]ВИКА[-][/c]] Командир, нас вызывает капитан спасательного судна."
pda_ai8ui,Debriefing,Разбор полетов
pda_nmSi4,Back to Asteroid Field,Вернитесь в поле астероидов
pda_mMmax,Ошибка:510,---
pda_SKimO,[[c][00ffff]IDA[-][/c]] We need to return to the [c][ffff00]main corridor[-][/c] and find the way to the [c][ffff00]Cell Block Control[-][/c] room.,[[c][00ffff]ВИКА[-][/c]] Нам нужно вернуться в [c][ffff00]главный коридор[-][/c] и найти путь к комнате [c][ffff00]управления блоком камер[-][/c].
pda_SuS4A,GLaD to meet you,GLaD встретит тебя
pda_Wi08R,[c][00ffff][b][i]...to be continued![/i][/b][-][/c],[c][00ffff][b][i]..продолжение следует![/i][/b][-][/c]
pda_0KSG4,Credibility Mission - Pirates,Миссия доверия - Пираты
pda_uq8Vn,Destroy Targets,Уничтожьте цели
pda_80OeG,Zirax Empire - Military,Империя Зиракс - Военные
pda_SG8CC,Destroy the [c][ffff00]CORE [-][/c]of ORBITAL vessels or structures. (4)\n\nNote: self-destruct of vessels OR Core-destruction triggered by switches and signal logic do NOT count towards the mission!,"Уничтожьте [c][ffff00]Ядро[-][/c]орбитальных судов или структур. (4)\n\nПримечание: самоуничтожение кораблей ИЛИ разрушение ядра, вызванное переключателями и сигнальной логикой, НЕ учитываются в миссии!"
pda_SauS4,"The Credibility-Missions will ask you to do something in favor of the faction that really proves your worth to them. \n\nAs a reward you will get two [c][00ffff]faction credibility seals. [-][/c]\n\nFind an [c][ffffff]ambassador [-][/c]of the faction or connect to a [c][ffffff]galactic information network[-][/c] (GIN) console on any  trading station. One seal is used for each step from [c][ff7b00]hostile[-][/c] to [c][ffb875]unfriendly [-][/c]and [c][ffb875]unfriendly [-][/c]to [c][c0c0c0]neutral[-][/c].  You cannot improve your reputation with the faction beyond neutral with the faction credibility seals, though.\n\n***\n[i]Notes: [/i]\n[i]- You can also earn the credibility seals by some story missions and quests, if available for this faction.[/i]","Миссии доверия попросят вас сделать что-нибудь в пользу фракции, что действительно докажет им вашу ценность. \n\nВ награду вы получите две [c][00ffff]печати репутации фракции. [-][/c]\n\nНайдите [c][ffffff]посла [-][/c]фракции или подключитесь к [c][ffffff]галактической информационной сети[-][/c] (ГИС) через консоль на любой торговой станции. Одна печать используется для каждого шага от [c][ff7b00]враждебны[-][/c] до [c][ffb875]недружественны [-][/c]и [c][ffb875]недружественны [-][/c]до [c][c0c0c0]нейтральны[-][/c].  Однако вы не можете улучшить свою репутацию с фракцией, кроме нейтральной, с помощью печати репутации фракции.\n\n***\n[i]Примечание: [/i]\n[i]- Вы также можете заработать печати репутации за некоторые сюжетные миссии и квесты, если они доступны для этой фракции.[/i]"
pda_qW4ri,Traders Guild - Structures,Гильдия Торговцев - Строения
pda_0q08q,Polaris - Production,Полярис - Производство
pda_Gii0S,Destroy the [c][ffff00]CORE [-][/c]of ORBITAL bases or structures. (3)\n\nNote: self-destruct of vessels OR Core-destruction triggered by switches and signal logic do NOT count towards the mission!,"Уничтожьте [c][ffff00]Ядро[-][/c]орбитальных баз или структур. (4)\n\nПримечание: самоуничтожение кораблей ИЛИ разрушение ядра, вызванное переключателями и сигнальной логикой, НЕ учитываются в миссии!"
pda_4aiqE,Credibility Mission - Traders Guild,Миссия доверия - Гильдия торговцев
pda_KuG0S,Destroy Targets,Уничтожьте цели
pda_SG8WG,"The Credibility-Missions will ask you to do something in favor of the faction that really proves your worth to them. \n\nAs a reward you will get two [c][00ffff]faction credibility seals. [-][/c]\n\nFind an [c][ffffff]ambassador [-][/c]of the faction or connect to a [c][ffffff]global information network[-][/c] (GIN) console on any  trading station. One seal is used for each step from [c][ff7b00]hostile[-][/c] to [c][ffb875]unfriendly [-][/c]and [c][ffb875]unfriendly [-][/c]to [c][c0c0c0]neutral[-][/c].  You cannot improve your reputation with the faction beyond neutral with the faction credibility seals, though.\n\n***\n[i]Notes: [/i]\n[i]- You can also earn the credibility seals by some story missions and quests, if available for this faction.[/i]","Миссии доверия попросят вас сделать что-нибудь в пользу фракции, что действительно докажет им вашу ценность. \n\nВ награду вы получите две [c][00ffff]печати репутации фракции. [-][/c]\n\nНайдите [c][ffffff]посла [-][/c]фракции или подключитесь к [c][ffffff]галактической информационной сети[-][/c] (ГИС) через консоль на любой торговой станции. Одна печать используется для каждого шага от [c][ff7b00]враждебны[-][/c] до [c][ffb875]недружественны [-][/c]и [c][ffb875]недружественны [-][/c]до [c][c0c0c0]нейтральны[-][/c].  Однако вы не можете улучшить свою репутацию с фракцией, кроме нейтральной, с помощью печати репутации фракции.\n\n***\n[i]Примечание: [/i]\n[i]- Вы также можете заработать печати репутации за некоторые сюжетные миссии и квесты, если они доступны для этой фракции.[/i]"
pda_uu4WG,Credibility Mission - Zirax Empire,Миссия доверия - Империя Зиракс
pda_CSKam,"The Credibility-Missions will ask you to do something in favor of the faction that really proves your worth to them. \n\nAs a reward you will get two [c][00ffff]faction credibility seals. [-][/c]\n\nFind an [c][ffffff]ambassador [-][/c]of the faction or connect to a [c][ffffff]global information network[-][/c] (GIN) console on any  trading station. One seal is used for each step from [c][ff7b00]hostile[-][/c] to [c][ffb875]unfriendly [-][/c]and [c][ffb875]unfriendly [-][/c]to [c][c0c0c0]neutral[-][/c].  You cannot improve your reputation with the faction beyond neutral with the faction credibility seals, though.\n\n***\n[i]Notes: [/i]\n[i]- You can also earn the credibility seals by some story missions and quests, if available for this faction.[/i]\n[i]- The Zirax Empire credibility seal will increase your reputation with the Empire and all houses of the Empire![/i]","Миссии доверия попросят вас сделать что-нибудь в пользу фракции, что действительно докажет им вашу ценность. \n\nВ награду вы получите две [c][00ffff]печати репутации фракции. [-][/c]\n\nНайдите [c][ffffff]посла [-][/c]фракции или подключитесь к [c][ffffff]галактической информационной сети[-][/c] (ГИС) через консоль на любой торговой станции. Одна печать используется для каждого шага от [c][ff7b00]враждебны[-][/c] до [c][ffb875]недружественны [-][/c]и [c][ffb875]недружественны [-][/c]до [c][c0c0c0]нейтральны[-][/c].  Однако вы не можете улучшить свою репутацию с фракцией, кроме нейтральной, с помощью печати репутации фракции.\n\n***\n[i]Примечание: [/i]\n[i]- Вы также можете заработать печати репутации за некоторые сюжетные миссии и квесты, если они доступны для этой фракции.[/i]\n[i]- Печать репутации к Империи Зиракс повысит вашу репутацию в Империи и во всех Домах Империи![/i]"
pda_aCC8u,Destroy Targets,Уничтожьте цели
pda_qKiCx,Polaris - Combat Vessels,Полярис - Боевые суда
pda_uiGCe,Kriel - Combat Vessels,Крил - Боевые суда
pda_cqqS0,Pirates - Combat Vessels,Пираты - Боевые суда
pda_COKGi,Credibility Mission - Polaris,Миссия доверия - Полярис
pda_mO0qm,Destroy Targets,Уничтожьте цели
pda_88squ,Pirates - Defense Stations / Vessels,Пираты - Станции защиты / Суда
pda_iOKii,Zirax Empire - Combat Vessels,Империя Зиракс - Боевые суда
pda_GuSGu,Credibility Mission - Colonists,Миссия доверия - Колонисты
pda_SKGKG,Destroy Targets,Уничтожьте цели
pda_qJG44,Pirate vessels & structures,Пиратские суда & сооружения
pda_wqJEW,Credibility Mission - TESCH,Миссия доверия - TESCH
pda_imKqG,Destroy Targets,Уничтожьте цели
pda_SOGKO,VOID,VOID
pda_amuKi,Find the socketed VOID chimes on a planet. \n\nNote: self-destruct of vessels OR Core-destruction triggered by switches and signal logic do NOT count towards the mission!,"Найдите на планете вставленные в гнезда колокола VOID. \n\nПримечание: самоуничтожение кораблей ИЛИ разрушение ядра, вызванное переключателями и сигнальной логикой, НЕ учитываются в миссии!"
pda_QExme,"Destroy the [c][ffff00]CORE[-][/c] of ORBITAL combat vessels, bases or defense stations. (10)\n\nNote: self-destruct of vessels OR Core-destruction triggered by switches and signal logic do NOT count towards the mission!","Уничтожьте [c][ffff00]ЯДРО [-][/c]орбитальных боевых кораблей, баз или оборонительных станций. (10)\n\nПримечание: самоуничтожение кораблей ИЛИ разрушение ядра, вызванное переключателями и сигнальной логикой, НЕ учитываются в миссии!"
pda_Op6O8,Pirates - Orbital Stations,Пираты - Орбитальные станции
pda_aiW38,Destroy the [c][ffff00]CORE [-][/c]of ORBITAL bases or structures. (5)\n\nNote: self-destruct of vessels OR Core-destruction triggered by switches and signal logic do NOT count towards the mission!,"Уничтожьте [c][ffff00]ЯДРО [-][/c]орбитальных баз или структур. (5)\n\nПримечание: самоуничтожение кораблей ИЛИ разрушение ядра, вызванное переключателями и сигнальной логикой, НЕ учитываются в миссии!"
pda_GkWeK,Destroy the [c][ffff00]CORE [-][/c]of ORBITAL bases or structures. (3)\n\nNote: self-destruct of vessels OR Core-destruction triggered by switches and signal logic do NOT count towards the mission!,"Уничтожьте [c][ffff00]ЯДРО [-][/c]орбитальных баз или структур. (3)\n\nПримечание: самоуничтожение кораблей ИЛИ разрушение ядра, вызванное переключателями и сигнальной логикой, НЕ учитываются в миссии!"
pda_qSaii,Destroy the [c][ffff00]CORE [-][/c]of ORBITAL combat vessels. (5)\n\nNote: self-destruct of vessels OR Core-destruction triggered by switches and signal logic do NOT count towards the mission!,"Уничтожьте [c][ffff00]ЯДРО [-][/c]орбитальных боевых судов. (5)\n\nПримечание: самоуничтожение кораблей ИЛИ разрушение ядра, вызванное переключателями и сигнальной логикой, НЕ учитываются в миссии!"
pda_CqGe8,Destroy the [c][ffff00]CORE [-][/c]of ORBITAL combat vessels. (2)\n\nNote: self-destruct of vessels OR Core-destruction triggered by switches and signal logic do NOT count towards the mission!,"Уничтожьте [c][ffff00]ЯДРО [-][/c]орбитальных боевых судов. (2)\n\nПримечание: самоуничтожение кораблей ИЛИ разрушение ядра, вызванное переключателями и сигнальной логикой, НЕ учитываются в миссии!"
pda_uWeam,Destroy the [c][ffff00]CORE [-][/c]of ORBITAL combat vessels. (3)\n\nNote: self-destruct of vessels OR Core-destruction triggered by switches and signal logic do NOT count towards the mission!,"Уничтожьте [c][ffff00]ЯДРО [-][/c]орбитальных боевых судов. (3)\n\nПримечание: самоуничтожение кораблей ИЛИ разрушение ядра, вызванное переключателями и сигнальной логикой, НЕ учитываются в миссии!"
pda_Lq8uK,Destroy the [c][ffff00]CORE [-][/c]of defense stations or vessels. (3)\n\nNote: self-destruct of vessels OR Core-destruction triggered by switches and signal logic do NOT count towards the mission!,"Уничтожьте [c][ffff00]ЯДРО [-][/c]оборонительных станций или боевых судов. (3)\n\nПримечание: самоуничтожение кораблей ИЛИ разрушение ядра, вызванное переключателями и сигнальной логикой, НЕ учитываются в миссии!"
pda_eWSqu,Destroy the [c][ffff00]CORE [-][/c]of two of their combat vessels\n\nNote: self-destruct of vessels OR Core-destruction triggered by switches and signal logic do NOT count towards the mission!,"Уничтожьте [c][ffff00]ЯДРО [-][/c]двух их боевых судов.\n\nПримечание: самоуничтожение кораблей ИЛИ разрушение ядра, вызванное переключателями и сигнальной логикой, НЕ учитываются в миссии!"
pda_0eSmi,Pirates - Combat Vessels,Пираты - Боевые суда
pda_a4KGi,Destroy the [c][ffff00]CORE [-][/c]of ORBITAL combat vessels. (5)\n\nNote: self-destruct of vessels OR Core-destruction triggered by switches and signal logic do NOT count towards the mission!,"Уничтожьте [c][ffff00]ЯДРО [-][/c]орбитальных боевых судов. (5)\n\nПримечание: самоуничтожение кораблей ИЛИ разрушение ядра, вызванное переключателями и сигнальной логикой, НЕ учитываются в миссии!"
pda_aSa0C,"The Credibility-Missions will ask you to do something in favor of the faction that really proves your worth to them. \n\nAs a reward you will get two [c][00ffff]faction credibility seals. [-][/c]\n\nFind an [c][ffffff]ambassador [-][/c]of the faction or connect to a [c][ffffff]global information network[-][/c] (GIN) console on any  trading station. One seal is used for each step from [c][ff7b00]hostile[-][/c] to [c][ffb875]unfriendly [-][/c]and [c][ffb875]unfriendly [-][/c]to [c][c0c0c0]neutral[-][/c].  You cannot improve your reputation with the faction beyond neutral with the faction credibility seals, though.\n\n***\n[i]Notes: [/i]\n[i]- You can also earn the credibility seals with some story missions and quests![/i]","Миссии доверия попросят вас сделать что-нибудь в пользу фракции, что действительно докажет им вашу ценность. \n\nВ награду вы получите две [c][00ffff]печати репутации фракции. [-][/c]\n\nНайдите [c][ffffff]посла [-][/c]фракции или подключитесь к [c][ffffff]галактической информационной сети[-][/c] (ГИС) через консоль на любой торговой станции. Одна печать используется для каждого шага от [c][ff7b00]враждебны[-][/c] до [c][ffb875]недружественны [-][/c]и [c][ffb875]недружественны [-][/c]до [c][c0c0c0]нейтральны[-][/c].  Однако вы не можете улучшить свою репутацию с фракцией, кроме нейтральной, с помощью печати репутации фракции.\n\n***\n[i]Примечание: [/i]\n[i]- Вы также можете заработать печати репутации за некоторые сюжетные миссии и квесты, если они доступны для этой фракции.[/i]"
pda_u40Kj,"The Credibility-Missions will ask you to do something in favor of the faction that really proves your worth to them. \n\nAs a reward you will get two [c][00ffff]faction credibility seals. [-][/c]\n\nFind an [c][ffffff]ambassador [-][/c]of the faction or connect to a [c][ffffff]global information network[-][/c] (GIN) console on any  trading station. One seal is used for each step from [c][ff7b00]hostile[-][/c] to [c][ffb875]unfriendly [-][/c]and [c][ffb875]unfriendly [-][/c]to [c][c0c0c0]neutral[-][/c].  You cannot improve your reputation with the faction beyond neutral with the faction credibility seals, though.\n\n***\n[i]Notes: [/i]\n[i]- You can also earn the credibility seals by some story missions and quests, if available for this faction.[/i]","Миссии доверия попросят вас сделать что-нибудь в пользу фракции, что действительно докажет им вашу ценность. \n\nВ награду вы получите две [c][00ffff]печати репутации фракции. [-][/c]\n\nНайдите [c][ffffff]посла [-][/c]фракции или подключитесь к [c][ffffff]галактической информационной сети[-][/c] (ГИС) через консоль на любой торговой станции. Одна печать используется для каждого шага от [c][ff7b00]враждебны[-][/c] до [c][ffb875]недружественны [-][/c]и [c][ffb875]недружественны [-][/c]до [c][c0c0c0]нейтральны[-][/c].  Однако вы не можете улучшить свою репутацию с фракцией, кроме нейтральной, с помощью печати репутации фракции.\n\n***\n[i]Примечание: [/i]\n[i]- Вы также можете заработать печати репутации за некоторые сюжетные миссии и квесты, если они доступны для этой фракции.[/i]"
pda_Km4GC,Credibility Mission - Kriel,Миссия доверия - Крил
